JOB_ID,JOB_NAME,JOB_ROLE,COMPONENT,SCRIPT_FILE,DESC,IN_COND,OUT_COND
ES_020,WEF_ES_BLD_DIRSECU,ELK_HOST,ALWAYS,ES_020.sh,Structures : Nettoyage et verrouillage du dossier local certs,ES_CERTS_READY,ES_CRYPTO_ARMED
ES_021,WEF_ES_BLD_KSTINIT,ELK_HOST,ALWAYS,ES_021.sh,Coffre Local : Initialisation du conteneur crypté,ES_CRYPTO_ARMED,ES_KEYSTORE_OK
ES_022,WEF_ES_BLD_KSTARMED,ELK_HOST,ALWAYS,ES_022.sh,Sécurisation : Amorçage non-interactif des clés d'accès,ES_KEYSTORE_OK,ES_SECRETS_ARMED
ES_023,WEF_ES_BLD_YMLTARGETCONF,ELK_HOST,ALWAYS,ES_023.sh,Câblage Cible : Isolation stricte sur 127.0.0.1 - raccordement aux ancres PKI et bootstrap.memory_lock,ES_SECRETS_ARMED,ES_YML_CONFIG_OK
ES_024,WEF_ES_BLD_JVMOPTNS,ELK_HOST,ALWAYS,ES_024.sh,Raccordement : Fixation définitive du tas JVM à 4G,ES_YML_CONFIG_OK,ES_JVM_OK
ES_025,WEF_ES_BLD_CLEANOLDCRYPTO,ELK_HOST,ALWAYS,ES_025.sh,Nettoyage : Évacuation définitive des artéfacts locaux obsolètes,ES_JVM_OK,ES_CLEAN_OK
ES_026,WEF_ES_BLD_STARTENGINE,ELK_HOST,ALWAYS,ES_026.sh,Mise sous tension : Démarrage du démon d'infrastructure,ES_CLEAN_OK,ES_SERVICE_UP
ES_027,WEF_ES_RUN_HLTPOLL,ELK_HOST,ALWAYS,ES_027.sh,Contrôle Pression : Polling local actif de l'API,ES_SERVICE_UP,ES_HEALTH_OK
ES_028,WEF_ES_RUN_SOCKETJSON,ELK_HOST,ALWAYS,ES_028.sh,Fiche [USB 2.3] : Pipeline d'ingestion brute JSON,ES_HEALTH_OK,ES_SOCKET_JSON_OK
ES_029,WEF_ES_RUN_SOCKETSYSLOG,ELK_HOST,ALWAYS,ES_029.sh,Fiche [USB 3.0] : Pipeline d'ingestion Syslog RFC5424,ES_SOCKET_JSON_OK,ES_SOCKET_SYSLOG_OK
ES_030,WEF_ES_RUN_SOCKETCEF,ELK_HOST,ALWAYS,ES_030.sh,Fiche [RJ45 SEC] : Pipeline décodage Common Event Format,ES_SOCKET_SYSLOG_OK,ES_SOCKET_CEF_OK
ES_031,WEF_ES_RUN_SOCKETCSV,ELK_HOST,ALWAYS,ES_031.sh,Fiche [SERIE / TEXT] : Pipeline de traitement de fichiers plats CSV,ES_SOCKET_CEF_OK,ES_SOCKET_CSV_OK
ES_032,WEF_ES_RUN_SOCKETW7XML,ELK_HOST,ALWAYS,ES_032.sh,Fiche [SATELLITE] : Pipeline de décodage des structures XML Windows,ES_SOCKET_CSV_OK,ES_WINDOWS_XML_OK
ES_033,WEF_ES_RUN_SOCKETIS8601,ELK_HOST,ALWAYS,ES_033.sh,Adaptateur Horloge : Normalisation universelle temporelle,ES_WINDOWS_XML_OK,ES_SOCKET_TIME_OK
ES_034,WEF_ES_RUN_SOCKETANONYM,ELK_HOST,ALWAYS,ES_034.sh,Filtre Sécurité : Suppresseur universel de données sensibles,ES_SOCKET_TIME_OK,ES_SOCKET_MASK_OK
ES_035,WEF_ES_RUN_SOCKETDRPPR,ELK_HOST,ALWAYS,ES_035.sh,Filtre Débit : Disjoncteur automatique de logs parasites,ES_SOCKET_MASK_OK,FACTORY_ES_READY
ES_036,WEF_ES_RUN_COMPVFY,ELK_HOST,ALWAYS,ES_036.sh,Contrôle Raccordement : Validation fonctionnelle des fiches,FACTORY_ES_READY,ES_SOCKETS_VERIFIED
ES_037,WEF_ES_RUN_ILMPOLGEN,ELK_HOST,ALWAYS,ES_037.sh,Cycle de Vie : Définition des règles de purge et de rollover,ES_SOCKETS_VERIFIED,ES_ILM_OK
ES_038,WEF_ES_RUN_IDXTPL,ELK_HOST,ALWAYS,ES_038.sh,Châssis Logique : Paramètres d'indexation globaux (1 Shard),ES_ILM_OK,ES_COMP_TPL_OK
ES_039,WEF_ES_RUN_MAPTPL,ELK_HOST,ALWAYS,ES_039.sh,Châssis Logique : Schéma de réception dynamic keyword,ES_COMP_TPL_OK,ES_COMP_MAP_OK
ES_040,WEF_ES_RUN_IDXPATGEN,ELK_HOST,ALWAYS,ES_040.sh,Assemblage Prise : Création du gabarit d'interception log-*,ES_COMP_MAP_OK,ES_TEMPLATE_OK
ES_041,WEF_ES_RUN_IDXLIMIT,ELK_HOST,ALWAYS,ES_041.sh,Disjoncteur Cluster : Verrouillage des index hors gabarit,ES_TEMPLATE_OK,ES_AUTO_BLOCK_OK
ES_042,WEF_ES_BLD_DISCOSET,ELK_HOST,ALWAYS,ES_042.sh,Autonomie : Validation finale du mode single-node,ES_AUTO_BLOCK_OK,ES_DISCOVERY_OK
ES_043,WEF_ES_RUN_MEMLOCKCHK,ELK_HOST,ALWAYS,ES_043.sh,Contrôle Rigueur : Validation du verrouillage mémoire RAM,ES_DISCOVERY_OK,ES_MEM_LOCK_OK
ES_044,WEF_ES_RUN_OPENFILESVERIFY,ELK_HOST,ALWAYS,ES_044.sh,Contrôle Charge : Vérification réelle des descripteurs,ES_MEM_LOCK_OK,ES_PROC_LIMITS_OK
ES_045,WEF_ES_RUN_SSLCONTEST,ELK_HOST,ALWAYS,ES_045.sh,Contrôle Isolation : Rejet des accès réseau non chiffrés,ES_PROC_LIMITS_OK,ES_SSL_VERIFIED
ES_046,WEF_ES_RUN_STRESSTESTPIPE,ELK_HOST,ALWAYS,ES_046.sh,Épreuve de Pression : Simulation de charge d'ingestion,ES_SSL_VERIFIED,ES_STRESS_OK
ES_047,WEF_ES_BLD_LGRTTSETUP,ELK_HOST,ALWAYS,ES_047.sh,Contrôle Traces : Configuration de la purge automatique OS,ES_STRESS_OK,ES_ROTATE_CONF_OK
ES_048,WEF_ES_BLD_LGRTTVALID,ELK_HOST,ALWAYS,ES_048.sh,Contrôle Traces : Test d'exécution forcée de la rotation,ES_ROTATE_CONF_OK,ES_ROTATE_VALID_OK
ES_049,WEF_ES_RUN_DISKCHK,ELK_HOST,ALWAYS,ES_049.sh,Contrôle Masse : Évaluation de la réserve physique utile,ES_ROTATE_VALID_OK,ES_DISK_CHECK_OK
ES_050,WEF_ES_RUN_APIFCTRYUSER,ELK_HOST,ALWAYS,ES_050.sh,Prise Universelle : Armement du compte d'ingestion mutualisé,ES_DISK_CHECK_OK,ES_FACTORY_USER_OK
ES_050B,WEF_ES_RUN_APIFCTRYPWD,ELK_HOST,ALWAYS,ES_050B.sh,Prise Universelle (alternative) : armement du compte d'ingestion par mot de passe,ES_DISK_CHECK_OK,ES_FACTORY_USER_PWD_OK
ES_051,WEF_ES_RUN_CRASHTRGGR,ELK_HOST,ALWAYS,ES_051.sh,Simulation Sinistre : Arrêt brutal par destruction du PID,ES_FACTORY_USER_OK,ES_ENGINE_CRASHED
ES_052,WEF_ES_RUN_SYSDRCVR,ELK_HOST,ALWAYS,ES_052.sh,Vérification Relance : Redémarrage après sinistre,ES_ENGINE_CRASHED,ES_RECOVERY_UP
ES_053,WEF_ES_RUN_POSTCRASHPOLL,ELK_HOST,ALWAYS,ES_053.sh,Contrôle Santé : Réponse de l'API post-destruction,ES_RECOVERY_UP,ES_RECOVERY_HEALTH_OK
ES_054,WEF_ES_RUN_PIPESURV,ELK_HOST,ALWAYS,ES_054.sh,Contrôle Mémoire : Persistance des ports logiques injectés,ES_RECOVERY_HEALTH_OK,ES_RECOVERY_PIPES_OK
ES_055,WEF_ES_RUN_HARDRSTRTTEST,ELK_HOST,ALWAYS,ES_055.sh,Épreuve Volatile : Redémarrage complet à froid du démon de l'OS,ES_RECOVERY_PIPES_OK,ES_RESTART_DONE
ES_056,WEF_ES_RUN_POSTRSTRTPOLL,ELK_HOST,ALWAYS,ES_056.sh,Épreuve Volatile : Polling de réactivité post-purge RAM,ES_RESTART_DONE,ES_POST_RESTART_OK
ES_057,WEF_ES_RUN_FWSTATCHK,ELK_HOST,ALWAYS,ES_057.sh,Épreuve Volatile : Maintien de l'isolation du pare-feu,ES_POST_RESTART_OK,ES_POST_FW_OK
ES_058,WEF_ES_RUN_SECSURV,ELK_HOST,ALWAYS,ES_058.sh,Épreuve Volatile : Persistance des identifiants maîtres,ES_POST_FW_OK,ES_SEC_SURVIVED
ES_059,WEF_ES_BLD_CFGLOCK,ELK_HOST,ALWAYS,ES_059.sh,Sûreté : Passage des fichiers clés en mode immuable,ES_SEC_SURVIVED,ES_CONF_IMMUTABLE
ES_060,WEF_ES_BLD_DMNRELOAD,ELK_HOST,ALWAYS,ES_060.sh,Fermeture Chantier : Figeage définitif du système,ES_CONF_IMMUTABLE,ES_DAEMONS_LOCKED
ES_061,WEF_ES_RUN_GTECHASSIS,ELK_HOST,ALWAYS,ES_061.sh,Vanne Maîtresse : Émission de la condition globale,ES_DAEMONS_LOCKED,DALLE_ELASTIC_ONLINE
LS_001,WEF_LS_BLD_OSPREP,ELK_HOST,ALWAYS,LS_001.sh,Terrassement : Alignement OS Oracle Linux 8.10 pour Logstash,DALLE_ELASTIC_ONLINE,LS_OS_READY
LS_002,WEF_LS_BLD_JAVACHECK,ELK_HOST,ALWAYS,LS_002.sh,Vérification Plomberie : Validation du runtime OpenJDK 17,LS_OS_READY,LS_JAVA_OK
LS_003,WEF_LS_BLD_USRNEW,ELK_HOST,ALWAYS,LS_003.sh,Isolation : Création de l'entité système confinée 'logstash',LS_JAVA_OK,LS_USER_READY
LS_004,WEF_LS_BLD_DIRINIT,ELK_HOST,ALWAYS,LS_004.sh,Structures : Initialisation des répertoires de transit de données,LS_USER_READY,LS_DIRS_OK
LS_005,WEF_LS_BLD_DIROWNER,ELK_HOST,ALWAYS,LS_005.sh,Droits : Alignement des permissions de l'entité confinée,LS_DIRS_OK,LS_OWNER_OK
LS_006,WEF_LS_BLD_FWZONE,ELK_HOST,ALWAYS,LS_006.sh,Châssis Réseau : Déclaration de la zone étanche CollectZone,LS_OWNER_OK,LS_FW_ZONE_OK
LS_007,WEF_LS_BLD_FWPORT514,ELK_HOST,ALWAYS,LS_007.sh,Désoperculage Fiche : Ouverture du port Syslog standard local 514,LS_FW_ZONE_OK,LS_FW_514_OK
LS_008,WEF_LS_BLD_FWPORTUNVRSL,ELK_HOST,ALWAYS,LS_008.sh,Désoperculage Fiche : Ouverture du port de collecte sécurisé local 5044,LS_FW_514_OK,LS_FW_5044_OK
LS_009,WEF_LS_BLD_FWAPPLY,ELK_HOST,ALWAYS,LS_009.sh,Mise en ligne Barrière : Fixation persistante des règles,LS_FW_5044_OK,LS_FW_ARMED
LS_010,WEF_LS_BLD_REPOSET,ELK_HOST,ALWAYS,LS_010.sh,Acheminement : Configuration du dépôt officiel de confiance,LS_FW_ARMED,LS_REPO_OK
LS_011,WEF_LS_BLD_BININST,ELK_HOST,ALWAYS,LS_011.sh,Pose Parpaings : Installation physique du paquet Logstash,LS_REPO_OK,LS_BIN_OK
LS_012,WEF_LS_BLD_CRYPCHK,ELK_HOST,ALWAYS,LS_012.sh,Validation Inter-Blocs : Contrôle d'accès au coffre neutre de l'usine,LS_BIN_OK|PKI_CRYPTO_ARMED,LS_PKI_READY
LS_013,WEF_LS_BLD_ACLREAD,ELK_HOST,ALWAYS,LS_013.sh,Raccordement : Inclusion de 'logstash' dans le groupe crypto partagé,LS_PKI_READY,LS_CERTS_READY
LS_014,WEF_LS_BLD_DIRSECU,ELK_HOST,ALWAYS,LS_014.sh,Structures : Condamnation de l'ancien espace crypto local,LS_CERTS_READY,LS_CRYPTO_ARMED
LS_015,WEF_LS_BLD_PQENABLE,ELK_HOST,ALWAYS,LS_015.sh,Amortisseur : Activation des Persistent Queues (PQ),LS_CRYPTO_ARMED,LS_PQ_ENABLED
LS_016,WEF_LS_BLD_PQSIZE,ELK_HOST,ALWAYS,LS_016.sh,Amortisseur : Fixation de la taille limite de la queue à 10GB,LS_PQ_ENABLED,LS_PQ_SIZE_OK
LS_017,WEF_LS_BLD_JVMTUNING,ELK_HOST,ALWAYS,LS_017.sh,Raccordement : Fixation de la mémoire allouée à la JVM (Xms4g/Xmx4g),LS_PQ_SIZE_OK,LS_JVM_TUNED
LS_018,WEF_LS_BLD_DLQSETUP,ELK_HOST,ALWAYS,LS_018.sh,Disjoncteur : Activation de la Dead Letter Queue pour logs corrompus,LS_JVM_TUNED,LS_DLQ_OK
LS_019,WEF_LS_BLD_PLGNSVAL,ELK_HOST,ALWAYS,LS_019.sh,Vanne Prises : Validation et installation des modules de sortie mondiaux,LS_DLQ_OK,LS_PLUGINS_OK
LS_020,WEF_LS_BLD_INPUTUNVRSL,ELK_HOST,ALWAYS,LS_020.sh,Câblage Cible : Entrée SSL Universelle connectée sur le coffre neutre local,LS_PLUGINS_OK,LS_INPUT_READY
LS_021,WEF_LS_RUN_FILTERMASKPCI,ELK_HOST,ALWAYS,LS_021.sh,Filtre Éthique : Anonymisation des cartes bancaires (PCI-DSS),LS_INPUT_READY,LS_PCI_MASK_OK
LS_022,WEF_LS_RUN_FILTERMASKPWD,ELK_HOST,ALWAYS,LS_022.sh,Filtre Éthique : Suppression des mots de passe en clair,LS_PCI_MASK_OK,LS_PWD_MASK_OK
LS_023,WEF_LS_RUN_FILTERGEOIP,ELK_HOST,ALWAYS,LS_023.sh,Enrichment : Activation du module GeoIP pour traçabilité,LS_PWD_MASK_OK,LS_GEOIP_OK
LS_024,WEF_LS_BLD_OUTAGN,ELK_HOST,ALWAYS,LS_024.sh,Aiguillage Planétaire : Câblage direct vers la dalle locale,LS_GEOIP_OK,LS_OUTPUT_OK
LS_B025_ARMED,WEF_LS_BLD_KSTSECRET,ELK_HOST,ALWAYS,LS_B025_ARMED.sh,Sécurisation : Injection du token d'ingestion usine dans le coffre local,LS_OUTPUT_OK,LS_KEYSTORE_ARMED
LS_026_FINAL,WEF_LS_BLD_STARTLGSTSH,ELK_HOST,ALWAYS,LS_026_FINAL.sh,Mise sous tension Logstash : Lancement final du collecteur,LS_KEYSTORE_ARMED,FACTORY_LOGSTASH_ONLINE
LS_027,WEF_LS_RUN_LOGPOLL,ELK_HOST,ALWAYS,LS_027.sh,Contrôle Pression : Analyse du fichier de démarrage,FACTORY_LOGSTASH_ONLINE,LS_BOOT_OK
LS_028,WEF_LS_RUN_MTRPOLL,ELK_HOST,ALWAYS,LS_028.sh,Contrôle Raccordement : Polling de l'API locale (9600),LS_BOOT_OK,LS_HEALTH_OK
LS_029,WEF_LS_RUN_SIMABS,ELK_HOST,ALWAYS,LS_029.sh,Crash Test : Simulation d'absence totale du moteur de stockage local,LS_HEALTH_OK,LS_STORAGE_ABSENT
LS_030,WEF_LS_RUN_INJECTRAW,ELK_HOST,ALWAYS,LS_030.sh,Épreuve de Charge : Agression de la prise en mode isolé,LS_STORAGE_ABSENT,LS_DATA_INJECTED
LS_031,WEF_LS_RUN_FLBKVFY,ELK_HOST,ALWAYS,LS_031.sh,Contrôle Dérivation : Vérification du stockage temporaire dans les Persistent Queues,LS_DATA_INJECTED,LS_FALLBACK_OK
LS_032,WEF_LS_RUN_DLQVERIFY,ELK_HOST,ALWAYS,LS_032.sh,Contrôle Disjoncteur : Injection d'un log corrompu (Crash-test structure),LS_FALLBACK_OK,LS_DLQ_PROVED
LS_033,WEF_LS_RUN_NETRST,ELK_HOST,ALWAYS,LS_033.sh,Rétablissement : Réouverture des vannes de communication locales,LS_DLQ_PROVED,LS_NETWORK_RESTORED
LS_034,WEF_LS_BLD_LGRTTCONF,ELK_HOST,ALWAYS,LS_034.sh,Contrôle Traces : Alignement de la rotation des logs internes,LS_NETWORK_RESTORED,LS_ROTATE_OK
LS_035_PREP,WEF_LS_RUN_GTERDY,ELK_HOST,ALWAYS,LS_035_PREP.sh,Vanne Maîtresse : Émission du signal d'indépendance absolue,LS_ROTATE_OK,LOGSTASH_COLLECTOR_ONLINE
ES_059_FINAL,WEF_ES_BLD_VAULTSEAL,ELK_HOST,ALWAYS,ES_059_FINAL.sh,Sûreté Absolue : Passage du fichier clé Elastic en mode immuable,LOGSTASH_COLLECTOR_ONLINE,FACTORY_SHIELD_SEALED
KB_001,WEF_KB_BLD_OSPREP,ELK_HOST,ALWAYS,KB_001.sh,Alignement OS Oracle Linux 8.10 pour Kibana Souverain,DALLE_ELASTIC_ONLINE,KB_OS_READY
KB_002,WEF_KB_BLD_USRNEW,ELK_HOST,ALWAYS,KB_002.sh,Confinement : Création de l'entité système isolée 'kibana',KB_OS_READY,KB_USER_READY
KB_003,WEF_KB_BLD_DIRINIT,ELK_HOST,ALWAYS,KB_003.sh,Structures : Initialisation des répertoires de stockage des objets,KB_USER_READY,KB_DIRS_OK
KB_004,WEF_KB_BLD_REPOSET,ELK_HOST,ALWAYS,KB_004.sh,Acheminement : Configuration du dépôt officiel signé,KB_DIRS_OK,KB_REPO_OK
KB_005,WEF_KB_BLD_BININST,ELK_HOST,ALWAYS,KB_005.sh,Pose Parpaings : Installation du paquet Kibana isolé,KB_REPO_OK,KB_BIN_OK
KB_006,WEF_KB_BLD_FWZONE,ELK_HOST,ALWAYS,KB_006.sh,Châssis Réseau : Déclaration de la zone étanche UI_Zone,KB_BIN_OK,KB_FW_ZONE_OK
KB_007,WEF_KB_BLD_FWPORT5601,ELK_HOST,ALWAYS,KB_007.sh,Désoperculage Prise : Ouverture de l'accès local et distant au port 5601,KB_FW_ZONE_OK,KB_FW_5601_OK
KB_008,WEF_KB_BLD_FWAPPLY,ELK_HOST,ALWAYS,KB_008.sh,Mise en ligne Barrière : Fixation persistante des règles,KB_FW_5601_OK,KB_FW_ARMED
KB_009,WEF_KB_BLD_CRYPCHK,ELK_HOST,ALWAYS,KB_009.sh,Validation Inter-Blocs : Contrôle d'accès au coffre neutre de l'usine,KB_FW_ARMED,KB_PKI_READY
KB_010,WEF_KB_BLD_ACLREAD,ELK_HOST,ALWAYS,KB_010.sh,Raccordement : Inclusion de 'kibana' dans le groupe crypto partagé,KB_PKI_READY,KB_CERTS_READY
KB_011,WEF_KB_BLD_DIRSECU,ELK_HOST,ALWAYS,KB_011.sh,Structures : Condamnation de l'ancien espace crypto local isolé,KB_CERTS_READY,KB_CRYPTO_ARMED
KB_012,WEF_KB_BLD_SERVERBIND,ELK_HOST,ALWAYS,KB_012.sh,Libération des ondes : Liaison sur toutes les interfaces locales de l'hôte,KB_CRYPTO_ARMED,KB_BIND_OK
KB_013,WEF_KB_BLD_STNDLNMOD,ELK_HOST,ALWAYS,KB_013.sh,Configuration Autonome : Initialisation du Core en mode asynchrone,KB_BIND_OK,KB_DECOUPLED_OK
KB_014,WEF_KB_BLD_TLSENABLE,ELK_HOST,ALWAYS,KB_014.sh,Blindage Cible : Raccordement HTTPS de l'UI sur le coffre de l'usine,KB_DECOUPLED_OK,KB_HTTPS_ENABLED
KB_015,WEF_KB_BLD_XSRFHRDNNG,ELK_HOST,ALWAYS,KB_015.sh,Durcissement Hub : Sécurisation stricte des requêtes API transverses,KB_HTTPS_ENABLED,KB_XSRF_OK
KB_016,WEF_KB_BLD_PROXYREADY,ELK_HOST,ALWAYS,KB_016.sh,Aiguillage Sortie : Restriction locale des cibles d'alerting,KB_XSRF_OK,KB_ROUTING_OK
KB_017,WEF_KB_BLD_KSTINIT,ELK_HOST,ALWAYS,KB_017.sh,Coffre de Secrets : Initialisation du conteneur crypté pour jetons,KB_ROUTING_OK,KB_KEYSTORE_OK
KB_018,WEF_KB_BLD_SVCSTART,ELK_HOST,ALWAYS,KB_018.sh,Mise sous tension : Démarrage de l'interface isolée,KB_KEYSTORE_OK,KB_SERVICE_UP
KB_019,WEF_KB_RUN_PORTPOLL,ELK_HOST,ALWAYS,KB_019.sh,Contrôle Pression : Vérification de l'écoute du port 5601,KB_SERVICE_UP,KB_PORT_OK
KB_020,WEF_KB_RUN_UIHEALTH,ELK_HOST,ALWAYS,KB_020.sh,Contrôle Lucidité : Polling de l'API de statut interne,KB_PORT_OK,KB_HEALTH_OK
KB_021,WEF_KB_RUN_ISLTDB,ELK_HOST,ALWAYS,KB_021.sh,Crash Test : Blocage artificiel du port local de la base de données,KB_HEALTH_OK,KB_DB_ISOLATED
KB_022,WEF_KB_RUN_ACCESSTEST,ELK_HOST,ALWAYS,KB_022.sh,Épreuve de Solidité : Tentative d'accès à l'interface pendant l'isolement,KB_DB_ISOLATED,KB_UI_SURVIVED
KB_023,WEF_KB_BLD_CABLENMNL,ELK_HOST,ALWAYS,KB_023.sh,Raccordement nominal sur le compte d'ingestion usine local,KB_UI_SURVIVED,KB_NOMINAL_OK
KB_024,WEF_KB_BLD_CABLEFLLBCK,ELK_HOST,ALWAYS,KB_024.sh,Vérification de la liaison locale stricte,KB_NOMINAL_OK,KB_FALLBACK_READY
KB_025,WEF_KB_RUN_EXPORTDASH,ELK_HOST,ALWAYS,KB_025.sh,Prise de Sortie : Extraction instantanée des structures de rendu,KB_FALLBACK_READY,KB_EXPORT_OK
KB_026,WEF_KB_RUN_IMPORTDATA,ELK_HOST,ALWAYS,KB_026.sh,Prise d'Entrée : Injection à chaud de configurations à vocation industrielle,KB_EXPORT_OK,KB_INTEGRATION_OK
